"","Lower CI","Point Estimate","Upper CI"
"0",0.755548510454809,0.859527337216608,1.04510429929682
"1",0.713425307845959,0.769765749108742,0.816756350409297
"2",0.723437301004402,0.764783366087709,0.87583193689695
"3",0.725596714312082,0.794216723581033,0.954927319383914
"4",0.706019458384983,0.784754751769199,0.87036765318419
"5",0.673154601918206,0.763074344614646,0.892315286841137
"6",0.796084511212432,1.05390749313704,1.1267317842908
"7",0.884685880287081,0.983410637834707,1.35233022751701
"8",0.904748736853671,1.01796213356247,1.17970630963667
"9",0.715026855640164,0.752704376259293,0.941374212390553
