"","ITS Lower CI","ITS Point Estimate","ITS Upper CI"
"0",0.735603710809306,0.855869632375656,0.998202087381766
"1",0.612817358695116,0.715174939778067,0.834451395230514
"2",0.664770250498671,0.772524637319171,0.904734349066137
"3",0.784321305663506,0.854097139386902,0.90154689728048
"4",0.718973266125581,0.795809195693659,0.854161516725104
"5",0.7858014211771,0.856320551454408,0.942168198642027
"6",0.914020010770482,0.984137340288612,1.04657896857756
"7",0.881959643360702,1.02108428731032,1.14845406325028
"8",0.903799430011797,0.987964951595019,1.08888020494128
"9",0.666924168059616,0.77171324872275,0.830474618858471
